keystone,name,Mas,Cri,Ver,Has,Agi,Int,Sta,Lee,Avo,legend1,legend2,trinket1,trinket2,t1,t2,t3,t4,t5,t6,t7
19,Crc,10713,10662,,8107,,58544,78533,,,Prydaz  Xavaric's Magnum Opus,The Dark Titan's Advice,Dreadstone of Endless Shadows,Flask of the Solemn Night,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Razerraggarn,12004,7976,1918,8207,,55735,73422,603,583,Tearstone of Elune,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Cenarion Ward,Displacer Beast,Feral Affinity,Typhoon,Cultivation,Germination,Flourish
19,Bearheart,12079,8640,3306,6282,,56884,82739,,,Roots of Shaladrassil,Soul of the Farseer,The Deceiver's Grand Design,Umbral Moonglaives,Torrent,Gust of Wind,Lightning Surge Totem,Crashing Waves,Ancestral Vigor,Cloudburst Totem,Ascendance
18,Grodien,10939,8778,3577,9110,,53497,75782,,763,Prydaz  Xavaric's Magnum Opus,Soul of the Archdruid,Brinewater Slime in a Bottle,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Dustycoco,10994,6309,527,10757,,55952,76108,1352,,Soul of the Archdruid,Velen's Future Sight,Perfectly Preserved Cake,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Chuckx,11058,7650,2021,10102,,55925,76953,457,,Aman'Thul's Wisdom,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Cenarion Ward,Displacer Beast,Feral Affinity,Mass Entanglement,Cultivation,Germination,Flourish
16,Daicymeister,10099,9745,1008,6478,,58111,74119,778,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Dreadstone of Endless Shadows,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
15,Heregellas,11261,8027,3192,5835,,61467,77896,,1286,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Chalice of Moonlight,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Jdotb,14774,7404,1898,7363,,53056,81340,,1231,Aman'Thul's Wisdom,Soul of the Archdruid,The Deceiver's Grand Design,Unstable Arcanocrystal,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Balanciz,9983,7739,2205,8775,,53421,76166,,603,Soul of the Archdruid,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Moment of Clarity
16,Qvisti,12591,11443,1038,4971,,54220,75251,,1397,Roots of Shaladrassil,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Torrent,Graceful Spirit,Lightning Surge Totem,Ancestral Guidance,Earthen Shield Totem,Echo of the Elements,Ascendance
16,Ratmix,12449,8611,1865,7832,,47475,68685,,,Sephuz's Secret,Soul of the Archdruid,Ethereal Urn,Unstable Arcanocrystal,Prosperity,Displacer Beast,Feral Affinity,Typhoon,Cultivation,Germination,Stonebark
16,Chuckx,8015,9883,2021,12144,,51484,78713,457,594,Lady and the Child,Sephuz's Secret,Unstable Arcanocrystal,Tarnished Sentinel Medallion,Cenarion Ward,Displacer Beast,Feral Affinity,Mass Entanglement,Cultivation,Germination,Flourish
16,Xerase,10923,6119,6041,8024,,59141,80246,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Catdaddykate,9681,12728,3317,7017,,55773,77717,,,The Dark Titan's Advice,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Roxene,9610,11306,2506,11111,,50038,75410,996,735,Prydaz  Xavaric's Magnum Opus,Chatoyant Signet,Unstable Arcanocrystal,The Deceiver's Grand Design,Abundance,Displacer Beast,Feral Affinity,Typhoon,Cultivation,Germination,Moment of Clarity
16,Kw,12316,3823,1765,10257,,51468,67304,735,,The Dark Titan's Advice,Velen's Future Sight,Velen's Future Sight,Sea Star of the Depthmother,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Kw,13594,4375,344,10531,,55879,74613,,,The Dark Titan's Advice,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
16,Igotdrood,12999,6482,1863,7214,,57402,80224,749,518,Prydaz  Xavarics Magnum Opus,Aman'thuls Weisheit,Talisman der steigenden Flut,Barbarischer Gedankenknechter,Überfluss,Phasenbestie,Wächteraffinität,Taifun,Grüner Daumen,Verschmelzung,Gedeihen
16,Rogthan,10257,10178,3360,8278,,56801,79433,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Faith's Crucible,Velen's Future Sight,Undulation,Gust of Wind,Lightning Surge Totem,Ancestral Guidance,Ancestral Protection Totem,Echo of the Elements,Ascendance
16,Chuckx,11433,6795,2452,9727,,55732,76516,457,,Aman'Thul's Wisdom,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Cenarion Ward,Displacer Beast,Feral Affinity,Mass Entanglement,Cultivation,Germination,Flourish
16,Shiffty,15662,8527,1865,4782,,53798,72833,,,Aman'thuls Weisheit,Kil'jaedens brennender Wunsch,Instabiler Arkanokristall,Kil'jaedens brennender Wunsch,Cenarischer Zauberschutz,Phasenbestie,Wildheitsaffinität,Taifun,Grüner Daumen,Verschmelzung,Gedeihen
16,Lazerpigeon,7942,8563,4188,6217,,53046,75275,,,The Dark Titan's Advice,Sephuz's Secret,Chrono Shard,Darkmoon Deck: Promises,Cenarion Ward,Renewal,Guardian Affinity,Mighty Bash,Soul of the Forest,Germination,Stonebark
17,Lynvina,11965,5902,1314,10331,,54402,71544,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Perfectly Preserved Cake,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Chickenpowa,14187,5729,706,8762,,55794,72027,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Spellbinder's Seal,Cenarion Ward,Wild Charge,Feral Affinity,Typhoon,Cultivation,Germination,Flourish
17,Ferling,9241,7694,1496,9592,,54714,76743,,,Praetorian's Tidecallers,Focuser of Jonat  the Elder,Vault Guardian's Talisman,Barbaric Mindslaver,Torrent,Graceful Spirit,Lightning Surge Totem,Ancestral Guidance,Ancestral Vigor,Echo of the Elements,High Tide
17,Riang,12693,8772,508,7681,,50398,74370,,,Prydaz  Xavaric's Magnum Opus,Soul of the Farseer,Archive of Faith,Chrono Shard,Undulation,Graceful Spirit,Lightning Surge Totem,Ancestral Guidance,Ancestral Protection Totem,Cloudburst Totem,Ascendance
17,Chuckx,10004,8462,2021,12181,,54713,76087,457,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Cenarion Ward,Displacer Beast,Feral Affinity,Mass Entanglement,Cultivation,Germination,Flourish
17,Neryda,9895,8688,3814,6204,,60868,77910,,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Darkmoon Deck: Promises,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Valagrande,11155,7279,3825,8903,,54001,73063,567,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Mighty Bash,Cultivation,Germination,Flourish
17,Cyberiada,12739,6467,5319,7550,,58614,78271,,594,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Kestrel,11496,6185,3168,9681,,59521,77407,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Darkmoon Deck: Promises,Velen's Future Sight,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Isabelluh,10887,7131,4075,9865,,54402,81552,,,Prydaz  Xavaric's Magnum Opus,X'oni's Caress,The Deceiver's Grand Design,Sea Star of the Depthmother,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
17,Arkhu,12103,10613,476,7144,,50685,75500,,,Prydaz  Xavaric's Magnum Opus,Focuser of Jonat  the Elder,The Deceiver's Grand Design,Etraeus' Celestial Map,Torrent,Graceful Spirit,Lightning Surge Totem,Ancestral Guidance,Ancestral Vigor,Echo of the Elements,Ascendance
17,Therer,9411,8919,1728,7925,,53960,70734,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Darkmoon Deck: Promises,Velen's Future Sight,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Grodien,9521,9816,3062,8683,,56509,73253,,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Wild Charge,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Grodien,9425,9761,2925,9002,,54687,71387,,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Exai,11157,11741,1726,7552,,52689,80599,,,Prydaz  Xavarics Magnum Opus,Seele des Scharfsehers,Des Betrügers großer Plan,Archiv des Glaubens,Wogen,Rückenwind,Totem der Blitzwoge,Brandende Wellen,Seelenstärke der Ahnen,Totem des Wolkenbruchs,Aszendenz
20,Leaxajr,8550,8689,1783,7549,,58796,80309,763,,The Dark Titan's Advice,Soul of the Archdruid,Etraeus' Celestial Map,Chrono Shard,Prosperity,Wild Charge,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
20,Elu,15038,4261,1263,10632,,55065,79886,413,,Prydaz  Xavarics Magnum Opus,Der Rat des Dunklen Titanen,Des Betrügers großer Plan,Flasche mit Salzlakenschleim,Überfluss,Phasenbestie,Wächteraffinität,Taifun,Grüner Daumen,Verschmelzung,Gedeihen
20,Xerase,10901,7815,4225,8352,,62935,86117,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
17,Qire,8460,8464,3265,7163,,53013,75080,421,,Мудрость Аман'тула,Совет Темного титана,Морская звезда Матери Глубин,Колода карт Новолуния: Обещания,Изобилие,Астральный скачок,Родство со стражем,Тайфун,Проращивание,Зарождение,Расцвет
20,Xerase,10923,6119,6041,8024,,59141,80246,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Chayn,13425,5874,4837,7898,,54114,77700,585,,Prydaz  Xavaric's Magnum Opus,Soul of the Archdruid,Etraeus' Celestial Map,Unstable Arcanocrystal,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
20,Razerraggarn,11726,8886,1403,6865,,56814,76496,1208,583,Soul of the Archdruid,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Cyberiada,12167,6411,5478,7804,,58363,77781,,594,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Yunagroots,7363,7883,1835,10758,,57677,78400,,,Prydaz  chef-d'œuvre de Xavaric,Conseil du titan noir,Calice du clair de lune,Suite de Sombrelune : Promesses,Prospérité,Transfert bestial,Affinité du gardien,Typhon,Incarnation : Arbre de vie,Germination,Epanouissement
20,Leaxajr,10909,10437,459,6816,,58338,80573,763,,Prydaz  Xavaric's Magnum Opus,Soul of the Archdruid,Etraeus' Celestial Map,Chrono Shard,Prosperity,Wild Charge,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
20,Iuffy,14007,7226,2554,9561,,57310,78109,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Leaxajr,8550,8689,1783,7549,,59031,80222,763,,The Dark Titan's Advice,Soul of the Archdruid,Etraeus' Celestial Map,Dreadstone of Endless Shadows,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
20,Bearheart,12079,8640,3306,6282,,55519,82739,,,Roots of Shaladrassil,Soul of the Farseer,The Deceiver's Grand Design,Umbral Moonglaives,Torrent,Gust of Wind,Lightning Surge Totem,Crashing Waves,Ancestral Vigor,Cloudburst Totem,Ascendance
20,Leaxajr,8550,8689,1783,7549,,59138,80309,763,,The Dark Titan's Advice,Soul of the Archdruid,Etraeus' Celestial Map,Chrono Shard,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
20,Zanysin,11730,6343,1700,9571,,56377,74258,429,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Vaayu,12163,12354,1105,4363,,56998,81458,541,,Uncertain Reminder,Prydaz  Xavaric's Magnum Opus,The Deceiver's Grand Design,Etraeus' Celestial Map,Undulation,Wind Rush Totem,Lightning Surge Totem,Crashing Waves,Ancestral Vigor,Echo of the Elements,Ascendance
20,Xerase,12639,6495,2988,9076,,59577,81157,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Mighty Bash,Cultivation,Germination,Flourish
20,Xerase,11386,7815,3642,8475,,60072,82372,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Mighty Bash,Cultivation,Germination,Moment of Clarity
20,Tentreesha,11748,7346,4581,7530,,58686,76834,567,1771,Aman'Thul's Wisdom,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Cenarion Ward,Displacer Beast,Feral Affinity,Typhoon,Cultivation,Germination,Flourish
20,Grodien,12814,7864,4467,8047,,57394,76794,,1297,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Grodien,12545,7230,3781,9034,,63191,75304,,763,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Wild Charge,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Teebro,13885,4790,3123,9960,,56875,76373,567,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
20,Leaxajr,9129,8658,2848,6076,,56815,77320,763,735,Aman'Thul's Wisdom,The Dark Titan's Advice,Etraeus' Celestial Map,Dreadstone of Endless Shadows,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Teebro,10824,6503,5453,11564,,54463,76746,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Moment of Clarity
19,Xerase,10923,6119,6041,8024,,59141,80246,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Pazah,12325,5473,1297,11398,,56584,77250,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,The Deceiver's Grand Design,Cenarion Ward,Displacer Beast,Feral Affinity,Typhoon,Cultivation,Germination,Flourish
19,Tritus,8816,10949,4040,6998,,57004,76742,1061,603,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Cenarion Ward,Displacer Beast,Guardian Affinity,Mighty Bash,Cultivation,Germination,Stonebark
19,Xerase,12639,6495,2984,9076,,59918,81245,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Mighty Bash,Cultivation,Germination,Flourish
19,Gulicka,12480,8015,1410,8170,,58128,73405,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Chrono Shard,Velen's Future Sight,Torrent,Gust of Wind,Lightning Surge Totem,Ancestral Guidance,Ancestral Vigor,Echo of the Elements,Ascendance
19,Stevex,12203,6123,676,10211,,52986,71495,405,,Prydaz  Xavaric's Magnum Opus,X'oni's Caress,Chrono Shard,Cruel Combatant's Accolade of Dominance,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Incarnation: Tree of Life,Germination,Stonebark
19,Neerves,12072,5287,4449,6778,,58947,80003,,,Prydaz  Xavaric's Magnum Opus,Soul of the Archdruid,Chrono Shard,Infernal Writ,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Grodien,13195,7864,4467,7962,,57394,77274,,763,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Elu,14640,4456,1263,10765,,59256,77786,413,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Brinewater Slime in a Bottle,Velen's Future Sight,Abundance,Displacer Beast,Guardian Affinity,Mass Entanglement,Incarnation: Tree of Life,Germination,Flourish
19,Violane,13970,6894,4081,6896,,57271,78299,,,Prydaz  Xavaric's Magnum Opus,Aman'Thul's Wisdom,Unstable Arcanocrystal,Chalice of Moonlight,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Sags,9016,10915,2523,4193,,59647,75125,,,Praetorian's Tidecallers,Velen's Future Sight,Darkmoon Deck: Hellfire,Velen's Future Sight,Undulation,Graceful Spirit,Lightning Surge Totem,Ancestral Guidance,Ancestral Vigor,Echo of the Elements,Ascendance
19,Grodien,12920,7230,3781,9034,,56156,75304,,763,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Enyetou,17107,5060,527,8505,,56964,76112,585,502,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Leycoral Shard,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Daicymeister,10946,8571,1008,6900,,58111,74272,778,,Aman'Thul's Wisdom,Velen's Future Sight,Velen's Future Sight,Dreadstone of Endless Shadows,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
19,Bearheart,12079,8640,3306,6282,,56884,82739,,,Roots of Shaladrassil,Soul of the Farseer,The Deceiver's Grand Design,Umbral Moonglaives,Torrent,Gust of Wind,Lightning Surge Totem,Crashing Waves,Ancestral Vigor,Cloudburst Totem,Ascendance
19,Madseeker,9323,8119,2573,10731,,56770,76237,1103,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Sea Star of the Depthmother,Cenarion Ward,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
19,Iuffy,13707,7226,2554,9561,,57310,78109,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Unstable Arcanocrystal,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Xerase,10923,6119,6041,7649,,59325,80246,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,The Deceiver's Grand Design,Velen's Future Sight,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Igotdrood,13761,6482,1863,7214,,55318,80224,749,518,Prydaz  Xavarics Magnum Opus,Aman'thuls Weisheit,Talisman der steigenden Flut,Verderbtes Sternenlicht,Überfluss,Phasenbestie,Wächteraffinität,Taifun,Grüner Daumen,Verschmelzung,Gedeihen
19,Leaxajr,8550,8689,1783,7549,,59031,80222,763,,The Dark Titan's Advice,Soul of the Archdruid,Etraeus' Celestial Map,Dreadstone of Endless Shadows,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
19,Meuhfrehya,11207,8453,2043,10071,,54092,81398,,,Prydaz  chef-d'œuvre de Xavaric,Sagesse d'Aman'Thul,Suite de Sombrelune : Promesses,Arcanocristal instable,Abondance,Transfert bestial,Affinité du gardien,Typhon,Culture,Germination,Epanouissement
19,Moraxella,9909,7267,4373,9142,,58626,78227,,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Sea Star of the Depthmother,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Flourish
19,Teebro,13117,6994,3612,9996,,61673,76086,567,,Prydaz  Xavaric's Magnum Opus,Velen's Future Sight,Velen's Future Sight,Unstable Arcanocrystal,Abundance,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Moment of Clarity
19,Zeler,11905,7790,3656,7859,,55048,76496,999,,Prydaz  Xavaric's Magnum Opus,Soul of the Archdruid,Unstable Arcanocrystal,Darkmoon Deck: Promises,Prosperity,Displacer Beast,Guardian Affinity,Typhoon,Cultivation,Germination,Stonebark
Processed Data Below:

====Legendary items====
Velen's Future Sight,173
Prydaz  Xavaric's Magnum Opus,160
Aman'Thul's Wisdom,48
The Dark Titan's Advice,43
Soul of the Archdruid,29
Roots of Shaladrassil,27

====Trinket items====
Velen's Future Sight,173
The Deceiver's Grand Design,93
Unstable Arcanocrystal,82
Darkmoon Deck: Promises,27
Etraeus' Celestial Map,24
Dreadstone of Endless Shadows,23

====Telents====
====T1====
Abundance,91
Cenarion Ward,78
Prosperity,59
====T2====
Displacer Beast,212
Graceful Spirit,19
Gust of Wind,17
====T3====
Guardian Affinity,196
Lightning Surge Totem,52
Feral Affinity,32
====T4====
Typhoon,199
Crashing Waves,26
Ancestral Guidance,26
====T5====
Cultivation,207
Ancestral Vigor,37
Incarnation: Tree of Life,19
====T6====
Germination,231
Echo of the Elements,35
Cloudburst Totem,17
====T7====
Flourish,171
Ascendance,46
Stonebark,32
